"genes","logFC","logCPM","LR","PValue","FDR"
"ENSDARG00000039142",-0.1249875,5.5952,1.596264,0.2064335,1
"ENSDARG00000007129",-0.1758382,3.270828,1.596089,0.2064583,1
"ENSDARG00000009387",-0.1513856,4.387925,1.596064,0.2064619,1
"ENSDARG00000061355",0.1326665,6.404128,1.595789,0.206501,1
"ENSDARG00000016763",-0.2464476,4.69507,1.595761,0.206505,1
"ENSDARG00000090552",0.1971552,5.820097,1.595467,0.2065467,1
"ENSDARG00000056961",-0.2100608,2.685231,1.594796,0.2066423,1
"ENSDARG00000016765",0.1353887,4.850634,1.594387,0.2067005,1
"ENSDARG00000104999",0.4168055,0.2608974,1.594102,0.206741,1
"ENSDARG00000056801",0.1613976,4.779287,1.593435,0.206836,1
"ENSDARG00000033380",-0.4631394,-0.4239335,1.593326,0.2068516,1
"ENSDARG00000079930",0.3173594,0.8003268,1.592991,0.2068993,1
"ENSDARG00000110637",0.2641893,0.8329747,1.592592,0.2069562,1
"ENSDARG00000060374",-0.3084996,1.801989,1.59254,0.2069637,1
"ENSDARG00000008662",-0.3445862,2.247513,1.592216,0.2070099,1
"ENSDARG00000070011",0.2113645,2.020374,1.59189,0.2070564,1
"ENSDARG00000104451",-0.1211832,5.437825,1.591736,0.2070783,1
"ENSDARG00000103952",0.3189816,0.9204277,1.591494,0.2071129,1
"ENSDARG00000100504",0.3780153,2.735803,1.591459,0.2071178,1
"ENSDARG00000074310",-0.3018937,1.230114,1.590729,0.207222,1
"ENSDARG00000007774",0.1242577,5.192119,1.59026,0.2072891,1
"ENSDARG00000038559",0.1271078,8.596767,1.59003,0.2073218,1
"ENSDARG00000016280",0.1746956,4.542374,1.589752,0.2073616,1
"ENSDARG00000028485",0.2094639,2.5588,1.589663,0.2073743,1
"ENSDARG00000094340",2.032686,-3.825261,1.589462,0.207403,1
"ENSDARG00000114049",2.032686,-3.825261,1.589462,0.207403,1
"ENSDARG00000071551",-0.1376506,4.431321,1.589207,0.2074395,1
"ENSDARG00000116369",2.024485,-3.826183,1.589113,0.2074529,1
"ENSDARG00000079416",0.1979405,3.325749,1.588952,0.2074759,1
"ENSDARG00000106258",-0.5048229,0.1650733,1.588233,0.2075788,1
"ENSDARG00000010420",0.1826328,5.114638,1.588115,0.2075956,1
"ENSDARG00000099302",-0.3162468,0.3265844,1.587866,0.2076313,1
"ENSDARG00000031649",0.1487543,3.899262,1.586954,0.2077619,1
"ENSDARG00000090371",0.2215479,3.787234,1.586631,0.2078081,1
"ENSDARG00000059596",-0.2912798,3.697105,1.586521,0.2078239,1
"ENSDARG00000037188",-0.1524672,4.921693,1.586405,0.2078405,1
"ENSDARG00000040547",-0.3831941,1.632218,1.586283,0.207858,1
"ENSDARG00000040024",-0.1475092,4.170004,1.58623,0.2078656,1
"ENSDARG00000079869",-0.3612196,0.229437,1.584879,0.2080593,1
"ENSDARG00000078859",-0.2263175,2.704502,1.584764,0.2080758,1
"ENSDARG00000089536",-0.4789939,1.130067,1.584702,0.2080847,1
"ENSDARG00000016429",-0.1248213,5.279503,1.584674,0.2080887,1
"ENSDARG00000105452",-0.3589103,3.612493,1.584488,0.2081155,1
"ENSDARG00000003706",0.2804688,1.183742,1.584467,0.2081185,1
"ENSDARG00000043317",-0.2222222,3.346262,1.584084,0.2081734,1
"ENSDARG00000036619",-0.2775079,3.014255,1.583728,0.2082245,1
"ENSDARG00000077709",0.1817813,4.798012,1.583622,0.2082397,1
"ENSDARG00000052094",-0.2608648,4.373349,1.583278,0.2082891,1
"ENSDARG00000056024",-0.4588881,-1.150053,1.582931,0.208339,1
"ENSDARG00000038793",0.3499415,-0.1825726,1.582889,0.208345,1
"ENSDARG00000088975",0.2050962,3.195526,1.582867,0.2083481,1
"ENSDARG00000077252",-0.3252963,0.6475278,1.582754,0.2083644,1
"ENSDARG00000101707",-0.1466767,4.398707,1.582719,0.2083695,1
"ENSDARG00000069529",0.1693189,3.558777,1.582701,0.208372,1
"ENSDARG00000052386",-0.1473279,4.046264,1.582348,0.2084228,1
"ENSDARG00000102704",0.3684442,-0.2218572,1.58217,0.2084483,1
"ENSDARG00000022983",0.2061796,5.100301,1.582054,0.2084651,1
"ENSDARG00000092077",-0.4297311,-0.005839901,1.581958,0.2084788,1
"ENSDARG00000043241",-0.319215,2.268941,1.580954,0.2086233,1
"ENSDARG00000105784",-0.2200191,2.439545,1.58082,0.2086426,1
"ENSDARG00000098823",-0.2327557,3.05523,1.580105,0.2087455,1
"ENSDARG00000113713",-0.6445003,-1.557049,1.579897,0.2087756,1
"ENSDARG00000100865",0.3918709,-0.2912026,1.579634,0.2088133,1
"ENSDARG00000096491",-0.6751406,-1.816217,1.579488,0.2088344,1
"ENSDARG00000007795",0.1554277,7.584581,1.578978,0.208908,1
"ENSDARG00000044102",0.2153696,4.346237,1.578954,0.2089115,1
"ENSDARG00000011222",-0.3545903,2.29501,1.578381,0.2089941,1
"ENSDARG00000104314",0.1790448,2.963446,1.577925,0.2090598,1
"ENSDARG00000034473",-0.1629907,5.426711,1.577453,0.2091279,1
"ENSDARG00000014480",0.3337767,-0.06648975,1.576875,0.2092113,1
"ENSDARG00000016412",-0.1650897,5.510852,1.576335,0.2092894,1
"ENSDARG00000027724",-0.418006,-0.1367392,1.576025,0.2093342,1
"ENSDARG00000097460",2.023028,-3.826369,1.575595,0.2093964,1
"ENSDARG00000093457",2.015041,-3.827272,1.575488,0.2094118,1
"ENSDARG00000097274",2.015041,-3.827272,1.575488,0.2094118,1
"ENSDARG00000016573",-0.140796,5.364713,1.575023,0.2094791,1
"ENSDARG00000004537",-0.2817664,5.303384,1.574829,0.2095072,1
"ENSDARG00000101984",0.1382461,5.566552,1.574523,0.2095513,1
"ENSDARG00000020080",-0.2841893,3.350948,1.573745,0.209664,1
"ENSDARG00000061145",0.1437462,4.160023,1.573257,0.2097346,1
"ENSDARG00000112453",-0.4452798,0.2825477,1.573144,0.209751,1
"ENSDARG00000014083",-0.1421265,5.105602,1.573089,0.209759,1
"ENSDARG00000092274",-0.7205053,-1.714197,1.572844,0.2097944,1
"ENSDARG00000094097",0.2841509,2.558776,1.572191,0.2098892,1
"ENSDARG00000097121",-2.022123,-3.824457,1.571488,0.2099911,1
"ENSDARG00000097348",-2.022123,-3.824457,1.571488,0.2099911,1
"ENSDARG00000095495",0.8946162,-2.608301,1.571344,0.2100119,1
"ENSDARG00000102098",-1.391854,-3.264523,1.571211,0.2100312,1
"ENSDARG00000044072",0.2078545,2.899147,1.571102,0.2100471,1
"ENSDARG00000061363",-0.3921609,1.558212,1.571046,0.2100552,1
"ENSDARG00000105674",0.6246767,-0.03311474,1.570834,0.210086,1
"ENSDARG00000099235",0.1872038,3.143241,1.5704,0.210149,1
"ENSDARG00000054447",0.2084278,3.597286,1.569959,0.210213,1
"ENSDARG00000041858",-0.4423975,-1.000321,1.569934,0.2102167,1
"ENSDARG00000038686",0.1960305,2.601267,1.569875,0.2102252,1
"ENSDARG00000099679",0.1484404,3.939289,1.569807,0.210235,1
"ENSDARG00000042210",-0.3253294,2.935929,1.569679,0.2102537,1
"ENSDARG00000026663",0.6148205,-0.7059535,1.569332,0.2103041,1
"ENSDARG00000034189",-0.1758899,5.311034,1.568815,0.2103792,1
"ENSDARG00000097033",0.3979977,-0.2619438,1.568581,0.2104132,1
"ENSDARG00000002394",-0.2316475,2.677054,1.568574,0.2104143,1
"ENSDARG00000054907",0.1756105,5.766637,1.568275,0.2104577,1
"ENSDARG00000042717",0.158071,4.550806,1.567332,0.2105949,1
"ENSDARG00000001760",0.2452908,3.336512,1.56724,0.2106082,1
"ENSDARG00000097878",-0.3412279,0.6213424,1.567194,0.2106149,1
"ENSDARG00000056012",0.3706866,0.3450503,1.567163,0.2106195,1
"ENSDARG00000039302",0.2037178,4.449788,1.567003,0.2106427,1
"ENSDARG00000070959",-0.140867,8.01946,1.566718,0.2106842,1
"ENSDARG00000097752",0.6983851,-1.461314,1.566685,0.2106891,1
"ENSDARG00000097397",0.3489334,0.1197445,1.566547,0.2107093,1
"ENSDARG00000043736",0.7622693,-2.370787,1.566291,0.2107464,1
"ENSDARG00000057484",-0.1242431,6.671549,1.565966,0.2107938,1
"ENSDARG00000036848",0.1911575,4.986293,1.565895,0.2108042,1
"ENSDARG00000103122",1.630298,-3.458205,1.56567,0.2108369,1
"ENSDARG00000007366",-0.1550044,3.62767,1.565632,0.2108425,1
"ENSDARG00000078492",-0.2464956,2.362369,1.565539,0.2108561,1
"ENSDARG00000002285",-0.1352768,5.080876,1.564965,0.2109398,1
"ENSDARG00000117607",1.254086,-2.843409,1.564881,0.210952,1
"ENSDARG00000108432",-0.4633642,0.5393331,1.56485,0.2109564,1
"ENSDARG00000104311",-0.1560164,4.084295,1.564489,0.2110092,1
"ENSDARG00000078297",-0.8350902,-2.410303,1.564107,0.2110648,1
"ENSDARG00000029248",-0.1545496,7.14277,1.563651,0.2111314,1
"ENSDARG00000079401",-0.1791469,3.056403,1.563376,0.2111716,1
"ENSDARG00000079387",0.3402445,1.320427,1.563201,0.2111972,1
"ENSDARG00000099325",1.152128,-3.08314,1.562837,0.2112503,1
"ENSDARG00000036695",0.1370715,6.209943,1.562733,0.2112654,1
"ENSDARG00000063244",-0.1972761,3.384355,1.562462,0.2113051,1
"ENSDARG00000018065",-0.279189,2.633973,1.562406,0.2113133,1
"ENSDARG00000068468",-0.3008942,0.2852242,1.561999,0.2113728,1
"ENSDARG00000069058",2.005534,-3.828363,1.56186,0.2113931,1
"ENSDARG00000035609",0.455318,-0.2143217,1.561787,0.2114037,1
"ENSDARG00000097770",0.2404728,2.27278,1.561746,0.2114097,1
"ENSDARG00000079441",2.013307,-3.827478,1.561726,0.2114127,1
"ENSDARG00000077293",0.1308547,6.238025,1.561671,0.2114207,1
"ENSDARG00000057767",0.1356198,5.039385,1.561235,0.2114845,1
"ENSDARG00000095693",1.139919,-3.084755,1.560876,0.211537,1
"ENSDARG00000088898",-0.3792467,1.603955,1.56068,0.2115657,1
"ENSDARG00000027582",0.18451,5.28133,1.560299,0.2116215,1
"ENSDARG00000079549",-0.2280549,2.143076,1.560232,0.2116313,1
"ENSDARG00000067966",0.1635693,3.501436,1.559626,0.21172,1
"ENSDARG00000007561",-0.4138103,0.3145498,1.559344,0.2117613,1
"ENSDARG00000033498",-0.4089201,2.810399,1.558609,0.211869,1
"ENSDARG00000009217",-0.3095217,3.275841,1.558278,0.2119176,1
"ENSDARG00000105799",1.025141,-2.933411,1.558271,0.2119186,1
"ENSDARG00000003544",-0.4731381,2.452658,1.557437,0.2120409,1
"ENSDARG00000089661",0.392504,-0.4536947,1.557372,0.2120504,1
"ENSDARG00000068370",-0.3511126,3.378467,1.555895,0.2122674,1
"ENSDARG00000014793",-0.1287335,5.966756,1.555766,0.2122863,1
"ENSDARG00000097493",-0.442011,-0.709343,1.555665,0.212301,1
"ENSDARG00000113562",2.005453,-3.82837,1.555626,0.2123068,1
"ENSDARG00000022525",-0.2251861,2.749137,1.55559,0.2123121,1
"ENSDARG00000021366",-0.179539,5.849703,1.554961,0.2124046,1
"ENSDARG00000102902",-0.2408318,4.230349,1.554861,0.2124193,1
"ENSDARG00000078593",-0.1800749,3.439827,1.554244,0.2125101,1
"ENSDARG00000070222",0.2515804,2.441489,1.554071,0.2125354,1
"ENSDARG00000117340",-0.7616555,-1.812379,1.554058,0.2125373,1
"ENSDARG00000096822",-1.156533,-3.062643,1.554001,0.2125457,1
"ENSDARG00000032997",0.1774977,5.061705,1.553934,0.2125556,1
"ENSDARG00000032005",-0.3138393,0.4483018,1.553681,0.2125928,1
"ENSDARG00000076755",0.1669434,3.252519,1.553474,0.2126233,1
"ENSDARG00000104054",-0.5169932,-1.392777,1.55345,0.2126269,1
"ENSDARG00000005414",0.2707385,1.670421,1.553243,0.2126573,1
"ENSDARG00000097314",0.6904282,-1.828837,1.553145,0.2126717,1
"ENSDARG00000095843",-0.1962704,2.266575,1.552446,0.2127747,1
"ENSDARG00000045843",-0.1237252,5.816219,1.552437,0.2127761,1
"ENSDARG00000004851",-0.1804937,2.937727,1.55223,0.2128065,1
"ENSDARG00000105042",0.9010809,-2.40849,1.551644,0.2128929,1
"ENSDARG00000044345",-0.1190423,6.40923,1.551617,0.2128969,1
"ENSDARG00000024116",0.2171058,5.350214,1.551602,0.2128992,1
"ENSDARG00000054300",-0.130695,6.113324,1.551481,0.2129169,1
"ENSDARG00000052708",0.183786,4.636785,1.550443,0.21307,1
"ENSDARG00000094249",-0.3163987,1.753083,1.549496,0.2132098,1
"ENSDARG00000027916",0.174475,5.187782,1.548759,0.2133187,1
"ENSDARG00000105416",0.1642586,3.858671,1.548612,0.2133405,1
"ENSDARG00000099624",0.1394902,6.077691,1.548569,0.2133468,1
"ENSDARG00000115906",-0.5922583,-1.71945,1.548517,0.2133545,1
"ENSDARG00000101975",-0.2114004,2.878428,1.548468,0.2133618,1
"ENSDARG00000086705",0.2403419,2.781805,1.548382,0.2133745,1
"ENSDARG00000078821",1.709043,-3.454183,1.546626,0.2136342,1
"ENSDARG00000101689",-0.3546475,0.9276963,1.545652,0.2137784,1
"ENSDARG00000055838",0.2220022,2.337401,1.545651,0.2137786,1
"ENSDARG00000095608",0.3598713,0.2856652,1.545032,0.2138703,1
"ENSDARG00000077697",0.2773681,3.155909,1.544358,0.2139703,1
"ENSDARG00000068926",-0.2017886,2.381823,1.544133,0.2140037,1
"ENSDARG00000021154",-0.141147,4.020443,1.542903,0.2141862,1
"ENSDARG00000100051",0.7065052,-1.85917,1.542613,0.2142293,1
"ENSDARG00000103847",-0.8813398,-2.018364,1.542563,0.2142367,1
"ENSDARG00000068461",0.2273317,3.020012,1.542255,0.2142825,1
"ENSDARG00000063007",-0.3922693,5.068796,1.541308,0.2144233,1
"ENSDARG00000068572",-0.1717752,4.64794,1.54095,0.2144764,1
"ENSDARG00000077073",-0.1703277,4.149398,1.540207,0.2145869,1
"ENSDARG00000005150",-0.2996338,1.091825,1.540201,0.2145878,1
"ENSDARG00000104968",0.274114,1.767768,1.540192,0.2145892,1
"ENSDARG00000019294",0.399548,2.731519,1.540081,0.2146058,1
"ENSDARG00000075343",-0.2657656,1.653572,1.540025,0.214614,1
"ENSDARG00000037613",-0.273552,0.9652233,1.539826,0.2146437,1
"ENSDARG00000102225",0.3728933,0.8000597,1.539234,0.2147318,1
"ENSDARG00000014545",-0.2522508,2.107453,1.538763,0.214802,1
"ENSDARG00000090156",0.1726999,4.1689,1.538292,0.2148722,1
"ENSDARG00000103845",0.1197123,5.367415,1.5382,0.2148859,1
"ENSDARG00000063158",-0.3931381,2.065562,1.538172,0.2148902,1
"ENSDARG00000058736",-0.409538,1.257706,1.53792,0.2149276,1
"ENSDARG00000060439",-0.1936568,3.594679,1.536961,0.2150707,1
"ENSDARG00000111259",0.9443533,-2.08662,1.536842,0.2150885,1
"ENSDARG00000008457",-0.1493612,4.459357,1.536774,0.2150986,1
"ENSDARG00000091043",-0.4523711,0.7974978,1.536208,0.215183,1
"ENSDARG00000041502",-0.1432094,4.042852,1.53604,0.2152082,1
"ENSDARG00000059387",0.5174058,-1.415599,1.535676,0.2152625,1
"ENSDARG00000020136",-0.2073453,2.162308,1.535314,0.2153166,1
"ENSDARG00000115029",0.3010314,0.289473,1.535228,0.2153295,1
"ENSDARG00000054570",-0.1477296,6.224083,1.535112,0.2153468,1
"ENSDARG00000058953",-0.1353425,4.688413,1.534607,0.2154224,1
"ENSDARG00000026862",0.1480731,5.903284,1.534543,0.215432,1
"ENSDARG00000077880",0.4036382,1.206118,1.534223,0.2154798,1
"ENSDARG00000005274",-0.2566524,1.07408,1.534155,0.2154899,1
"ENSDARG00000060846",-0.2217207,1.939839,1.533149,0.2156404,1
"ENSDARG00000078542",-0.4851565,-0.1160519,1.532579,0.2157259,1
"ENSDARG00000024546",-0.2438387,2.300357,1.532465,0.2157429,1
"ENSDARG00000076965",-0.2079098,2.112276,1.53232,0.2157646,1
"ENSDARG00000073812",0.4785634,-0.8679661,1.532213,0.2157806,1
"ENSDARG00000002165",0.2600567,3.140897,1.53155,0.21588,1
"ENSDARG00000111460",-1.993772,-3.827742,1.531309,0.2159161,1
"ENSDARG00000075866",0.3470469,-0.1122442,1.530569,0.2160271,1
"ENSDARG00000060496",-0.2658585,3.767039,1.530382,0.2160551,1
"ENSDARG00000004745",0.1413511,4.361298,1.530359,0.2160585,1
"ENSDARG00000074168",0.134907,5.490356,1.530013,0.2161105,1
"ENSDARG00000036462",0.2260032,1.939471,1.529577,0.2161759,1
"ENSDARG00000074640",0.2334248,1.681252,1.529532,0.2161826,1
"ENSDARG00000079264",-0.3790176,2.603856,1.528648,0.2163155,1
"ENSDARG00000074309",-0.2147134,2.607988,1.528507,0.2163366,1
"ENSDARG00000115424",-0.473146,-0.9915009,1.528303,0.2163673,1
"ENSDARG00000097890",0.5340326,-1.451582,1.528153,0.2163899,1
"ENSDARG00000105141",-0.2499812,1.935418,1.527829,0.2164386,1
"ENSDARG00000053215",0.1842698,4.416912,1.527662,0.2164637,1
"ENSDARG00000100528",0.3898243,-0.509282,1.527534,0.2164829,1
"ENSDARG00000027938",-0.1794643,3.028998,1.527455,0.2164949,1
"ENSDARG00000063049",0.2186331,2.328383,1.526832,0.2165885,1
"ENSDARG00000110362",-1.456904,-3.40161,1.526603,0.216623,1
"ENSDARG00000075321",-0.5266905,-0.6395762,1.526379,0.2166566,1
"ENSDARG00000077570",-0.443608,-1.007337,1.526368,0.2166583,1
"ENSDARG00000002097",0.3032781,1.286256,1.526255,0.2166754,1
"ENSDARG00000005775",-0.2585476,5.457808,1.525794,0.2167448,1
"ENSDARG00000087306",-0.1875096,2.84243,1.525202,0.216834,1
"ENSDARG00000105085",1.232394,-3.092635,1.525127,0.2168453,1
"ENSDARG00000100501",-0.3268753,0.2172481,1.524719,0.2169068,1
"ENSDARG00000105249",-0.4671447,-0.8504559,1.524666,0.2169148,1
"ENSDARG00000089461",-0.2314892,1.396387,1.524374,0.2169588,1
"ENSDARG00000115644",0.7386278,-2.370405,1.524351,0.2169622,1
"ENSDARG00000089026",-0.4017058,1.452004,1.524238,0.2169793,1
"ENSDARG00000044691",-0.1724019,3.924072,1.523895,0.217031,1
"ENSDARG00000102245",-0.1506688,3.886891,1.523239,0.2171299,1
"ENSDARG00000030154",0.1548347,4.325286,1.523203,0.2171354,1
"ENSDARG00000104439",0.177248,3.303527,1.523073,0.217155,1
"ENSDARG00000006584",-0.1897957,5.385554,1.523072,0.2171552,1
"ENSDARG00000014309",-0.4565233,-0.9593989,1.523009,0.2171648,1
"ENSDARG00000101021",-0.2109753,2.148868,1.52286,0.2171872,1
"ENSDARG00000043148",-0.217722,4.896437,1.522778,0.2171996,1
"ENSDARG00000076811",-0.1241322,5.989174,1.522509,0.2172402,1
"ENSDARG00000071500",0.1683738,3.82689,1.522225,0.2172831,1
"ENSDARG00000056502",0.2047545,2.557567,1.521477,0.217396,1
"ENSDARG00000057661",-0.1738819,3.785117,1.52091,0.2174819,1
"ENSDARG00000097136",1.98375,-3.830809,1.520112,0.2176025,1
"ENSDARG00000069548",-0.1989176,2.747067,1.520108,0.2176032,1
"ENSDARG00000043171",0.340967,3.530977,1.520058,0.2176107,1
"ENSDARG00000006219",0.1319153,5.493545,1.519849,0.2176424,1
"ENSDARG00000045768",0.1231035,5.593143,1.519784,0.2176521,1
"ENSDARG00000095170",-0.3009838,2.922288,1.51959,0.2176816,1
"ENSDARG00000101297",-0.2097205,2.719786,1.519405,0.2177096,1
"ENSDARG00000101205",-0.1549261,4.708171,1.519386,0.2177124,1
"ENSDARG00000063050",0.1986456,3.828635,1.519082,0.2177584,1
"ENSDARG00000057672",0.1566515,4.053873,1.518212,0.2178903,1
"ENSDARG00000086103",0.1683219,3.926114,1.518137,0.2179016,1
"ENSDARG00000096842",-1.984195,-3.828838,1.517911,0.217936,1
"ENSDARG00000019417",0.1556552,4.365697,1.517865,0.2179429,1
"ENSDARG00000112394",-0.929748,-2.788928,1.517698,0.2179681,1
"ENSDARG00000116843",-0.929748,-2.788928,1.517698,0.2179681,1
"ENSDARG00000018270",-0.1982593,4.754916,1.517687,0.2179699,1
"ENSDARG00000095312",-0.346859,1.266106,1.517631,0.2179783,1
"ENSDARG00000086450",-0.1745289,3.972276,1.517565,0.2179883,1
"ENSDARG00000025615",0.2308113,2.87354,1.51749,0.2179998,1
"ENSDARG00000092900",-0.3457358,0.07723254,1.51723,0.2180391,1
"ENSDARG00000099851",-0.5436968,-0.5408045,1.516774,0.2181083,1
"ENSDARG00000055443",0.1461782,3.746627,1.516617,0.2181322,1
"ENSDARG00000019516",-0.1870237,2.385449,1.516557,0.2181413,1
"ENSDARG00000100402",-0.386414,3.207589,1.516314,0.2181782,1
"ENSDARG00000095060",0.9523366,-2.788856,1.515522,0.2182985,1
"ENSDARG00000101017",1.151897,-2.41205,1.515453,0.2183089,1
"ENSDARG00000104660",-0.1426259,3.777454,1.515396,0.2183176,1
"ENSDARG00000039051",0.1734136,8.092181,1.51487,0.2183974,1
"ENSDARG00000062429",0.2317913,2.942093,1.514512,0.2184519,1
"ENSDARG00000103495",-0.7123507,-2.20473,1.514057,0.2185211,1
"ENSDARG00000067549",-0.1891472,2.750808,1.513714,0.2185732,1
"ENSDARG00000029668",-0.2434481,4.192609,1.51354,0.2185997,1
"ENSDARG00000024479",-0.2358966,1.806871,1.513105,0.2186659,1
"ENSDARG00000060016",-0.19469,5.042628,1.512619,0.2187398,1
"ENSDARG00000004325",0.1819531,3.421764,1.512496,0.2187586,1
"ENSDARG00000098295",-0.2790884,2.601396,1.51195,0.2188418,1
"ENSDARG00000011703",-0.3357133,2.778596,1.51173,0.2188753,1
"ENSDARG00000005578",-0.2028233,5.067963,1.511694,0.2188808,1
"ENSDARG00000111046",-0.2941421,1.667439,1.511653,0.218887,1
"ENSDARG00000090753",0.3945327,-0.6936327,1.511501,0.2189101,1
"ENSDARG00000018716",-0.4189557,2.582862,1.511172,0.2189603,1
"ENSDARG00000011723",0.2079493,1.771793,1.510939,0.2189959,1
"ENSDARG00000103590",0.2098561,3.758935,1.510662,0.219038,1
"ENSDARG00000010654",-0.319558,0.4220271,1.510579,0.2190508,1
"ENSDARG00000092912",-1.115744,-3.083557,1.5103,0.2190934,1
"ENSDARG00000057468",-0.2944711,2.197034,1.5099,0.2191543,1
"ENSDARG00000055672",-0.4281899,1.492763,1.509894,0.2191553,1
"ENSDARG00000044265",-0.1676053,2.925971,1.509377,0.2192342,1
"ENSDARG00000068711",0.2174342,2.715574,1.509124,0.2192729,1
"ENSDARG00000093493",0.2617677,0.9429144,1.508765,0.2193277,1
"ENSDARG00000013250",-0.1191439,5.943894,1.508634,0.2193476,1
"ENSDARG00000020455",0.3055995,1.764196,1.508378,0.2193868,1
"ENSDARG00000091652",-0.1368756,4.914489,1.508293,0.2193998,1
"ENSDARG00000053106",-0.2298709,1.568666,1.508116,0.2194267,1
"ENSDARG00000099240",-0.2434596,3.099068,1.507863,0.2194655,1
"ENSDARG00000045175",-0.2060623,2.110597,1.507499,0.2195211,1
"ENSDARG00000016545",0.129507,4.330375,1.50741,0.2195347,1
"ENSDARG00000034457",-0.2840467,2.261174,1.506877,0.2196163,1
"ENSDARG00000022334",-0.9225323,-2.785841,1.506654,0.2196504,1
"ENSDARG00000103763",-0.3105967,0.5823299,1.506527,0.2196698,1
"ENSDARG00000077126",-0.1295106,6.369236,1.506393,0.2196903,1
"ENSDARG00000092107",1.973764,-3.831921,1.506238,0.219714,1
"ENSDARG00000097512",-0.2406997,1.508023,1.505877,0.2197694,1
"ENSDARG00000092423",1.333175,-3.018228,1.505679,0.2197997,1
"ENSDARG00000099982",0.7378675,-2.371358,1.505323,0.2198541,1
"ENSDARG00000074410",-0.1977219,2.622092,1.50499,0.2199052,1
"ENSDARG00000020574",0.1828832,12.59773,1.504434,0.2199904,1
"ENSDARG00000013236",-0.240039,3.371024,1.504367,0.2200006,1
"ENSDARG00000068400",0.1503262,4.163248,1.504293,0.220012,1
"ENSDARG00000023110",-0.1504254,3.713388,1.503843,0.220081,1
"ENSDARG00000027618",-0.4431844,-0.07199353,1.50384,0.2200814,1
"ENSDARG00000003989",-0.370393,2.964276,1.503773,0.2200917,1
"ENSDARG00000021250",0.1515474,5.284867,1.503505,0.2201328,1
"ENSDARG00000011855",-0.3677967,1.601267,1.502687,0.2202583,1
"ENSDARG00000095606",-0.3115258,0.4126505,1.502552,0.2202791,1
"ENSDARG00000075189",-0.1960058,4.037752,1.502519,0.2202841,1
"ENSDARG00000063169",-0.3189188,1.112724,1.502309,0.2203164,1
"ENSDARG00000030114",-0.1778978,3.229462,1.50215,0.2203408,1
"ENSDARG00000069401",-1.105916,-3.0823,1.502119,0.2203456,1
"ENSDARG00000111110",-0.5653949,3.698643,1.502115,0.2203463,1
"ENSDARG00000103926",-0.1687914,3.086469,1.502088,0.2203504,1
"ENSDARG00000057429",-0.2809215,0.982092,1.501559,0.2204317,1
"ENSDARG00000018032",-0.2922564,3.704017,1.500799,0.2205485,1
"ENSDARG00000101652",-0.1723306,3.337063,1.499949,0.2206793,1
"ENSDARG00000018312",0.1855722,4.252215,1.499377,0.2207672,1
"ENSDARG00000099331",0.2038529,2.111973,1.498966,0.2208305,1
"ENSDARG00000093618",-1.036495,-2.791584,1.498622,0.2208834,1
"ENSDARG00000010018",-0.2096497,4.323841,1.49861,0.2208854,1
"ENSDARG00000087532",-0.286355,1.098982,1.498496,0.2209029,1
"ENSDARG00000090945",0.5003332,-1.145816,1.498299,0.2209333,1
"ENSDARG00000097847",0.3303048,-0.2023458,1.498227,0.2209444,1
"ENSDARG00000073917",0.1686619,3.335597,1.498192,0.2209497,1
"ENSDARG00000093480",0.1768519,3.136288,1.497619,0.2210381,1
"ENSDARG00000095854",-0.7765738,-2.331461,1.497603,0.2210406,1
"ENSDARG00000045864",0.2524199,1.516964,1.497238,0.2210968,1
"ENSDARG00000055076",-0.147026,6.12984,1.49697,0.2211381,1
"ENSDARG00000094023",0.3108255,-0.008116652,1.496792,0.2211656,1
"ENSDARG00000076228",-0.1598112,3.640753,1.496741,0.2211735,1
"ENSDARG00000037905",-0.3309927,4.53821,1.496698,0.2211801,1
"ENSDARG00000044628",0.1982787,3.60543,1.496433,0.221221,1
"ENSDARG00000115894",0.4266454,-0.3112062,1.49597,0.2212925,1
"ENSDARG00000063635",-0.2106698,3.252086,1.495576,0.2213533,1
"ENSDARG00000037176",0.1901526,3.226842,1.495343,0.2213893,1
"ENSDARG00000012021",-0.1429393,4.339678,1.495122,0.2214235,1
"ENSDARG00000102003",0.4810167,-0.6508275,1.495104,0.2214262,1
"ENSDARG00000000837",-0.1370769,4.075421,1.494758,0.2214797,1
"ENSDARG00000094427",-0.534751,-1.655601,1.494367,0.2215402,1
"ENSDARG00000056154",-1.109261,-3.083082,1.494308,0.2215493,1
"ENSDARG00000060362",0.1426793,4.487726,1.494093,0.2215825,1
"ENSDARG00000101186",0.3842912,-0.3486519,1.493827,0.2216236,1
"ENSDARG00000004597",-0.4070081,1.631797,1.493612,0.2216568,1
"ENSDARG00000077962",0.5919766,-1.714309,1.493439,0.2216837,1
"ENSDARG00000060330",-0.3224252,2.407559,1.493364,0.2216953,1
"ENSDARG00000115222",0.1254383,4.479489,1.493202,0.2217203,1
"ENSDARG00000103868",-0.2579962,1.200595,1.491962,0.2219123,1
"ENSDARG00000112873",-1.669459,-3.573306,1.491948,0.2219145,1
"ENSDARG00000059391",0.1940539,6.567034,1.491796,0.2219379,1
"ENSDARG00000098122",-0.3122224,0.6774477,1.491627,0.2219642,1
"ENSDARG00000100506",-0.2655648,3.207402,1.491534,0.2219786,1
"ENSDARG00000005464",-0.1786544,3.323036,1.49067,0.2221125,1
