gene_id	f1.expected_count	f2.expected_count	f3.expected_count	f4.expected_count	f5.expected_count	f6.expected_count
ENSDARG00000093747	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093748	0.00	0.00	3.00	0.00	2.00	0.00
ENSDARG00000093749	6.65	0.00	2.09	6.91	5.07	0.00
ENSDARG00000093750	8.00	18.00	13.00	29.00	58.00	9.00
ENSDARG00000093752	0.00	1.20	0.00	0.28	0.00	2.83
ENSDARG00000093753	315.00	410.00	268.00	360.00	387.00	308.00
ENSDARG00000093755	0.00	1.00	0.00	0.00	0.00	0.00
ENSDARG00000093760	343.00	347.00	254.00	400.99	346.00	409.00
ENSDARG00000093761	28.59	62.38	31.14	62.62	70.46	42.66
ENSDARG00000093763	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093764	45.00	38.00	26.00	60.00	47.00	37.00
ENSDARG00000093768	632.00	848.00	607.00	840.00	698.00	718.00
ENSDARG00000093773	63.59	56.33	47.21	51.76	68.14	70.61
ENSDARG00000093774	1507.00	1435.00	1092.00	1614.00	1372.00	1730.00
ENSDARG00000093776	0.00	0.00	0.00	0.88	0.00	0.00
ENSDARG00000093777	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093778	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093779	1.00	0.07	0.96	0.00	1.51	0.00
ENSDARG00000093780	253.76	259.08	199.60	317.80	244.95	290.31
ENSDARG00000093781	48.00	75.00	50.00	87.00	43.00	69.00
ENSDARG00000093783	31.00	29.00	20.00	19.00	34.00	27.00
ENSDARG00000093785	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093786	0.00	1.00	0.00	1.00	0.00	1.00
ENSDARG00000093787	8.00	10.00	7.00	9.00	3.00	12.00
ENSDARG00000093788	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093794	2.28	17.52	4.65	14.85	13.67	24.66
ENSDARG00000093796	1.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093797	3.00	0.00	1.00	1.00	0.00	1.02
ENSDARG00000093798	3.00	1.30	1.34	3.68	0.00	2.49
ENSDARG00000093799	273.00	389.00	221.00	425.00	161.00	378.00
ENSDARG00000093803	19.80	14.47	12.86	49.40	43.17	17.48
ENSDARG00000093804	132.00	114.00	82.00	121.00	147.00	146.00
ENSDARG00000093805	2.00	0.00	2.00	5.00	1.00	1.00
ENSDARG00000093808	1.00	0.00	2.69	1.00	1.00	1.00
ENSDARG00000093811	3.23	4.31	5.42	5.71	7.35	10.61
ENSDARG00000093815	0.00	1.00	0.00	1.00	0.00	0.00
ENSDARG00000093816	1.01	3.00	2.00	2.02	1.00	1.01
ENSDARG00000093818	10.95	3.31	5.77	10.16	14.80	6.51
ENSDARG00000093819	0.00	1.00	3.00	6.00	0.00	2.00
ENSDARG00000093821	101.00	113.00	59.00	107.00	83.00	114.00
ENSDARG00000093822	9.00	10.00	3.00	11.00	4.00	12.00
ENSDARG00000093823	28.00	34.00	28.00	49.00	29.00	42.00
ENSDARG00000093824	6.83	0.00	3.29	8.35	3.04	10.83
ENSDARG00000093831	20.88	17.57	24.00	20.60	22.00	29.04
ENSDARG00000093833	101.00	110.00	82.00	150.00	118.00	129.00
ENSDARG00000093834	1.00	5.00	1.00	2.00	1.00	2.00
ENSDARG00000093835	0.00	1.00	0.00	0.00	2.00	0.00
ENSDARG00000093836	0.00	1.00	0.00	1.00	1.00	0.00
ENSDARG00000093840	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093841	3.00	0.00	0.00	1.00	4.00	0.00
ENSDARG00000093844	3381.38	7976.73	5012.92	11121.04	8124.17	4792.67
ENSDARG00000093845	2.00	0.00	1.19	1.35	1.00	0.00
ENSDARG00000093846	2.00	8.72	2.49	15.47	4.00	11.77
ENSDARG00000093850	0.00	1.00	0.00	0.00	0.00	0.00
ENSDARG00000093851	199.37	312.87	201.10	332.41	195.21	251.71
ENSDARG00000093852	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093854	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093855	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093856	0.00	2.00	1.00	0.00	2.00	4.00
ENSDARG00000093857	2.00	1.00	1.00	3.00	2.00	2.00
ENSDARG00000093861	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093862	2.00	3.00	2.00	6.00	6.00	3.00
ENSDARG00000093863	1.40	2.16	2.35	1.35	4.01	0.00
ENSDARG00000093864	437.00	445.00	299.00	470.00	340.00	483.00
ENSDARG00000093865	0.00	4.16	0.00	0.00	1.26	3.04
ENSDARG00000093867	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093868	1.59	0.00	0.00	0.00	2.00	1.13
ENSDARG00000093872	10.21	11.71	14.75	13.01	12.99	12.96
ENSDARG00000093873	0.00	5.63	2.07	7.99	0.00	0.00
ENSDARG00000093874	33.00	33.00	22.00	61.00	31.00	31.00
ENSDARG00000093875	40.00	33.00	26.00	34.00	24.00	23.00
ENSDARG00000093876	2.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093877	230.35	167.33	147.66	549.23	307.96	203.68
ENSDARG00000093878	0.00	1.00	0.00	0.00	1.00	0.00
ENSDARG00000093881	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093885	1.00	0.00	0.00	1.00	0.00	0.00
ENSDARG00000093886	5.00	2.00	1.00	7.00	5.00	4.00
ENSDARG00000093890	0.00	0.00	0.00	0.00	0.00	1.00
ENSDARG00000093891	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093892	0.00	15.86	0.00	11.06	3.74	13.83
ENSDARG00000093897	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093899	462.00	419.00	343.00	533.00	471.00	546.00
ENSDARG00000093901	20.00	35.00	26.00	34.00	10.00	33.00
ENSDARG00000093902	0.00	0.00	0.00	1.00	0.00	0.00
ENSDARG00000093904	27.60	41.22	8.50	24.54	15.53	27.05
ENSDARG00000093905	55.00	34.00	38.00	66.00	51.00	34.00
ENSDARG00000093915	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093918	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093919	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093921	0.00	0.00	5.09	3.61	0.00	0.00
ENSDARG00000093922	39.10	55.80	45.43	68.17	59.19	70.80
ENSDARG00000093924	2.00	0.00	0.00	3.00	0.00	1.00
ENSDARG00000093926	7.00	18.00	15.00	5.00	16.00	23.00
ENSDARG00000093927	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093929	0.00	0.00	0.00	0.00	1.00	0.00
ENSDARG00000093931	200.00	199.00	160.00	218.00	244.00	195.00
ENSDARG00000093932	1.00	1.00	2.00	1.00	2.31	2.00
ENSDARG00000093936	630.00	563.00	1128.00	1254.00	2765.00	695.00
ENSDARG00000093939	3.00	11.00	4.00	3.00	3.00	8.00
ENSDARG00000093940	14.00	6.00	9.00	19.00	23.00	16.00
ENSDARG00000093943	2.17	2.18	0.00	0.00	3.18	0.00
ENSDARG00000093945	1531.00	1377.00	1047.00	1717.00	1887.00	1621.00
ENSDARG00000093947	3.85	5.49	4.00	8.70	5.77	5.00
ENSDARG00000093950	1.91	1.33	0.00	2.86	1.81	0.00
ENSDARG00000093953	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093954	215.00	209.00	165.00	266.00	240.00	233.00
ENSDARG00000093957	1230.00	1173.00	845.00	1456.00	1829.00	1415.00
ENSDARG00000093958	8.91	0.00	0.00	0.00	5.01	0.00
ENSDARG00000093960	34.00	28.00	30.00	33.00	38.00	42.00
ENSDARG00000093961	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093964	34.62	52.64	33.09	65.91	65.70	56.38
ENSDARG00000093965	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093971	4.00	2.00	3.00	3.00	3.00	3.00
ENSDARG00000093972	21.39	18.29	10.00	24.16	26.48	22.17
ENSDARG00000093973	11.17	8.83	6.47	18.00	3.28	13.41
ENSDARG00000093974	20.33	13.92	7.00	35.02	23.19	27.81
ENSDARG00000093975	2.33	5.27	1.34	2.22	4.37	3.09
ENSDARG00000093976	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093977	55.29	57.44	68.00	84.00	90.95	64.51
ENSDARG00000093978	501.00	581.00	463.00	683.00	441.00	566.00
ENSDARG00000093983	5.00	9.00	9.00	14.00	11.00	12.00
ENSDARG00000093985	2.00	2.00	1.00	3.00	0.00	1.00
ENSDARG00000093987	1.00	0.84	0.00	1.36	0.00	2.00
ENSDARG00000093988	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000093990	3.00	4.00	0.00	7.00	5.00	1.00
ENSDARG00000093992	3.00	4.00	2.00	3.00	1.00	2.00
ENSDARG00000093993	0.00	1.19	0.00	1.04	2.13	1.02
ENSDARG00000093994	0.00	0.00	0.00	3.58	0.00	0.00
ENSDARG00000093997	310.00	279.00	201.00	379.00	429.00	402.00
ENSDARG00000093998	10.51	10.57	16.23	15.17	20.00	16.59
ENSDARG00000093999	177.22	156.21	127.78	212.65	197.77	205.45
ENSDARG00000094001	0.00	0.00	1.00	2.00	7.00	0.00
ENSDARG00000094002	9.00	9.00	7.00	10.00	7.00	14.00
ENSDARG00000094003	117.00	140.00	99.00	163.00	162.00	133.00
ENSDARG00000094004	49.00	50.00	29.00	65.00	67.00	62.00
ENSDARG00000094005	0.00	0.00	0.00	0.00	1.00	0.00
ENSDARG00000094007	0.00	0.00	0.00	1.00	0.00	0.00
ENSDARG00000094009	4.00	7.00	3.00	4.00	3.00	2.00
ENSDARG00000094010	273.00	252.00	232.00	320.00	263.00	279.00
ENSDARG00000094012	127.00	126.00	128.00	175.00	221.00	140.00
ENSDARG00000094016	10.00	5.00	11.00	13.00	18.00	10.00
ENSDARG00000094017	43.71	45.74	34.73	74.92	51.30	67.24
ENSDARG00000094018	379.11	423.44	327.16	483.41	348.51	419.61
ENSDARG00000094021	12.82	11.30	8.20	18.98	16.79	27.63
ENSDARG00000094022	0.00	2.97	3.09	3.53	6.38	3.70
ENSDARG00000094023	23.00	26.00	27.00	36.00	32.00	29.00
ENSDARG00000094024	0.62	0.69	0.00	0.89	0.00	0.72
ENSDARG00000094025	28.00	25.00	37.00	50.00	35.00	26.00
ENSDARG00000094026	5.23	0.00	0.00	5.46	0.00	6.15
ENSDARG00000094030	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094034	1.84	5.50	1.40	2.89	6.29	3.50
ENSDARG00000094037	11.00	13.00	5.99	15.00	13.00	9.95
ENSDARG00000094038	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094041	23767.10	22894.47	12763.53	22426.79	33167.64	24103.30
ENSDARG00000094043	360.97	367.26	289.33	465.99	392.97	447.76
ENSDARG00000094045	103.58	80.52	69.07	128.44	105.13	71.59
ENSDARG00000094046	6.67	6.28	4.02	3.77	2.32	4.59
ENSDARG00000094050	156.12	135.81	107.48	192.65	222.46	160.85
ENSDARG00000094051	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094052	182.00	282.00	183.00	268.00	149.00	218.00
ENSDARG00000094053	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094055	13.00	15.00	8.00	7.00	6.00	17.00
ENSDARG00000094057	141.70	136.09	110.80	173.30	141.05	138.48
ENSDARG00000094059	1.00	0.00	1.00	2.00	1.00	2.00
ENSDARG00000094060	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094063	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094064	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094067	73.76	63.96	66.22	113.79	121.81	75.69
ENSDARG00000094070	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094074	8.00	12.00	12.00	9.00	3.00	11.00
ENSDARG00000094075	0.00	0.00	1.00	0.00	0.00	0.00
ENSDARG00000094077	759.63	669.00	568.62	825.00	1096.26	802.32
ENSDARG00000094078	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094080	4.00	6.00	3.00	3.00	7.00	6.00
ENSDARG00000094081	3.00	2.00	0.50	2.50	1.50	1.00
ENSDARG00000094083	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094085	13.45	9.55	19.14	15.88	17.21	12.85
ENSDARG00000094086	15.82	8.37	12.64	14.91	13.16	17.49
ENSDARG00000094088	100.00	70.00	32.00	61.00	101.00	105.00
ENSDARG00000094089	3.00	5.04	3.02	7.00	6.04	8.02
ENSDARG00000094091	0.00	0.00	1.00	0.00	0.00	0.00
ENSDARG00000094093	54.75	65.69	41.30	47.19	64.29	63.67
ENSDARG00000094097	163.00	147.00	113.00	235.00	251.00	182.00
ENSDARG00000094098	9.72	14.26	8.19	6.02	6.58	6.94
ENSDARG00000094100	20.25	8.79	11.95	20.78	12.62	13.33
ENSDARG00000094102	8.60	4.56	3.31	6.06	11.15	5.88
ENSDARG00000094103	3.20	3.64	5.00	12.00	3.00	8.00
ENSDARG00000094104	7.00	10.00	24.00	13.00	133.00	10.00
ENSDARG00000094105	10.76	5.26	4.31	9.64	5.20	7.37
ENSDARG00000094107	333.00	301.00	249.00	390.00	369.00	348.00
ENSDARG00000094108	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094109	36.00	32.00	35.00	39.00	32.00	23.00
ENSDARG00000094110	55.56	28.62	40.47	65.80	36.59	67.31
ENSDARG00000094112	222.00	239.00	211.00	362.00	327.00	282.00
ENSDARG00000094114	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094116	13.16	21.67	10.14	19.21	24.65	29.89
ENSDARG00000094118	3.00	8.10	6.87	11.15	2.90	2.61
ENSDARG00000094119	8.90	1.55	5.91	5.77	5.32	0.00
ENSDARG00000094123	11.84	12.31	1.95	11.79	4.45	4.02
ENSDARG00000094124	1.03	0.00	0.00	3.08	0.00	1.00
ENSDARG00000094125	1.17	0.00	2.00	3.14	2.17	1.00
ENSDARG00000094126	0.00	1.00	0.00	3.00	2.00	0.00
ENSDARG00000094127	1.55	4.76	2.48	1.24	1.63	0.00
ENSDARG00000094128	132.00	131.00	80.00	146.00	131.00	125.00
ENSDARG00000094131	11.00	20.00	7.00	20.00	16.00	18.00
ENSDARG00000094132	32.00	52.00	35.00	57.00	33.00	53.00
ENSDARG00000094133	2723.99	3135.00	2181.00	3402.00	2763.00	3313.00
ENSDARG00000094135	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094138	5.32	5.77	0.00	3.95	4.06	5.77
ENSDARG00000094139	4.00	0.00	2.00	0.14	5.32	3.51
ENSDARG00000094140	21.03	16.58	15.18	27.56	38.61	18.83
ENSDARG00000094142	9.49	5.39	10.80	13.76	3.66	7.85
ENSDARG00000094145	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094146	1.00	1.00	0.00	0.00	0.00	0.00
ENSDARG00000094148	0.00	1.00	2.00	0.00	1.00	0.00
ENSDARG00000094149	2.00	1.00	0.00	1.00	0.00	0.00
ENSDARG00000094151	2.00	0.00	2.00	4.00	1.00	4.00
ENSDARG00000094154	16.50	16.00	7.00	14.00	10.00	10.00
ENSDARG00000094155	0.00	1.00	0.00	3.00	2.00	0.00
ENSDARG00000094157	0.00	0.00	0.00	0.00	4.01	0.00
ENSDARG00000094159	41.63	37.39	32.12	51.06	17.29	29.87
ENSDARG00000094160	180.00	206.33	124.00	184.97	202.00	214.96
ENSDARG00000094163	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094165	0.00	2.00	2.00	4.00	1.00	2.00
ENSDARG00000094169	2.83	0.00	1.73	7.18	0.00	2.59
ENSDARG00000094171	58.29	99.89	74.64	85.93	55.73	88.95
ENSDARG00000094172	4.49	6.65	4.38	22.21	5.07	1.34
ENSDARG00000094173	4.72	2.19	1.00	0.00	1.31	4.86
ENSDARG00000094175	5.76	17.91	13.91	8.77	16.72	11.73
ENSDARG00000094176	29.00	31.00	22.00	42.00	21.00	24.00
ENSDARG00000094177	18.36	21.28	11.10	13.42	14.70	15.94
ENSDARG00000094181	157.00	194.00	157.00	243.00	121.00	244.00
ENSDARG00000094183	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094185	11.99	21.54	17.00	23.83	18.88	12.37
ENSDARG00000094186	0.00	2.00	1.00	0.00	0.00	1.00
ENSDARG00000094189	0.00	0.00	1.00	1.00	1.00	0.00
ENSDARG00000094191	385.99	371.99	269.00	399.99	414.00	357.00
ENSDARG00000094192	5.00	11.00	2.00	12.00	4.00	8.00
ENSDARG00000094193	9.94	0.47	11.08	7.35	13.05	7.18
ENSDARG00000094195	0.00	0.00	5.23	3.72	0.00	0.00
ENSDARG00000094196	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094197	39.51	48.46	46.40	74.07	15.67	60.39
ENSDARG00000094198	45.00	53.00	57.00	71.00	33.00	57.00
ENSDARG00000094199	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094202	17.42	20.53	18.60	25.40	34.08	28.37
ENSDARG00000094204	355.00	446.00	338.00	599.00	513.00	468.00
ENSDARG00000094206	113.05	114.67	77.55	126.55	142.02	122.17
ENSDARG00000094210	1861.95	1423.36	1290.58	2419.02	1982.72	1744.41
ENSDARG00000094211	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094212	5.00	1.02	3.00	0.00	1.00	1.00
ENSDARG00000094213	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094214	373.00	501.00	337.00	545.00	383.00	502.00
ENSDARG00000094215	28.00	49.00	25.00	35.00	67.00	50.00
ENSDARG00000094216	23.00	23.00	20.00	39.00	19.00	27.00
ENSDARG00000094217	245.00	326.00	218.00	325.00	260.00	320.00
ENSDARG00000094223	0.00	1.00	0.00	0.00	0.00	0.00
ENSDARG00000094224	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094225	0.00	0.00	0.00	0.00	1.07	0.00
ENSDARG00000094226	0.00	1.00	0.00	1.00	0.00	1.00
ENSDARG00000094230	0.00	0.00	1.00	2.00	3.00	1.00
ENSDARG00000094232	0.00	0.00	0.00	3.45	2.00	2.31
ENSDARG00000094235	2.00	1.00	3.19	7.00	3.00	1.00
ENSDARG00000094236	14.37	11.74	21.93	13.29	33.53	1.00
ENSDARG00000094237	0.00	0.00	0.00	1.00	2.00	0.00
ENSDARG00000094240	1.00	0.00	0.00	2.00	1.00	0.00
ENSDARG00000094241	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094242	44.00	52.00	32.00	48.00	39.00	55.00
ENSDARG00000094243	54.00	69.00	45.00	78.00	36.00	67.00
ENSDARG00000094244	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094246	11.09	11.23	9.32	23.37	17.63	6.28
ENSDARG00000094247	3.00	0.00	1.00	2.00	1.00	0.00
ENSDARG00000094249	89.00	128.00	88.00	124.00	59.00	129.00
ENSDARG00000094251	17.00	27.00	19.00	48.00	30.00	23.00
ENSDARG00000094252	3.60	3.63	0.00	9.08	1.80	3.56
ENSDARG00000094253	8.00	7.00	5.00	9.00	8.00	12.00
ENSDARG00000094254	1.04	0.00	0.00	3.31	1.13	0.00
ENSDARG00000094258	267.00	258.00	176.00	275.00	320.00	242.00
ENSDARG00000094260	14.48	15.01	9.67	15.14	9.18	13.32
ENSDARG00000094261	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094262	0.00	0.00	0.00	0.00	1.87	1.74
ENSDARG00000094263	31.00	37.00	34.00	41.00	29.00	34.00
ENSDARG00000094265	152.34	132.64	89.30	114.74	119.85	177.72
ENSDARG00000094268	63.00	63.00	45.00	66.00	63.00	61.00
ENSDARG00000094270	1.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094271	35.96	42.45	53.71	77.85	67.35	49.66
ENSDARG00000094272	27.00	21.00	14.00	26.00	9.00	22.00
ENSDARG00000094273	10.00	2.00	4.00	12.00	7.00	5.00
ENSDARG00000094276	0.00	1.00	0.00	0.00	0.00	0.00
ENSDARG00000094277	721.00	684.00	553.00	808.00	886.00	803.00
ENSDARG00000094279	16.80	24.42	9.83	21.08	8.25	14.66
ENSDARG00000094280	159.00	236.00	153.00	277.00	161.00	187.00
ENSDARG00000094281	184.00	188.00	101.00	160.00	204.00	230.00
ENSDARG00000094282	84.83	118.83	77.69	123.70	110.00	96.14
ENSDARG00000094284	1.20	1.49	3.19	4.33	1.21	0.00
ENSDARG00000094286	112.90	133.03	83.15	164.04	95.14	119.02
ENSDARG00000094287	1.00	0.00	1.00	6.00	7.00	1.00
ENSDARG00000094291	0.00	1.63	0.90	0.00	4.76	3.64
ENSDARG00000094294	1.35	0.00	0.00	0.00	0.00	1.43
ENSDARG00000094295	40.00	75.00	46.00	75.00	47.00	55.00
ENSDARG00000094297	26.07	24.29	37.41	59.35	81.83	26.15
ENSDARG00000094298	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094299	0.00	1.00	0.00	0.00	0.00	0.00
ENSDARG00000094300	2091.00	1975.00	1666.00	2831.00	3015.00	2409.00
ENSDARG00000094301	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094302	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094303	0.00	0.00	0.00	0.00	1.00	1.00
ENSDARG00000094304	0.00	0.00	0.00	2.00	0.00	0.00
ENSDARG00000094305	0.00	0.06	3.30	1.69	2.85	0.00
ENSDARG00000094308	48.34	49.00	29.00	49.81	68.88	63.89
ENSDARG00000094309	19.00	30.47	16.40	30.34	16.29	28.51
ENSDARG00000094310	9172.00	8371.00	9673.00	10627.00	9109.00	7015.00
ENSDARG00000094312	46.77	49.04	35.86	76.91	64.06	59.23
ENSDARG00000094314	1.10	3.10	2.00	5.33	0.00	0.00
ENSDARG00000094315	0.00	0.00	0.00	0.00	1.00	0.00
ENSDARG00000094316	1.00	1.00	5.00	5.00	1.00	1.00
ENSDARG00000094317	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094318	3.00	4.00	2.00	4.00	4.00	9.00
ENSDARG00000094322	4.75	14.85	8.55	18.03	4.46	10.53
ENSDARG00000094323	1.39	3.06	0.00	1.69	3.27	0.00
ENSDARG00000094324	329.00	352.00	290.00	539.00	394.00	506.00
ENSDARG00000094326	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094327	6.00	6.00	6.00	7.00	9.00	15.00
ENSDARG00000094328	61.00	66.00	67.00	97.00	82.00	64.00
ENSDARG00000094330	0.00	0.00	0.00	1.00	0.00	0.00
ENSDARG00000094331	119.13	86.19	52.89	131.45	92.67	117.15
ENSDARG00000094332	218.00	216.00	158.00	287.00	179.00	273.00
ENSDARG00000094335	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094336	268.00	274.00	189.00	342.00	292.00	310.00
ENSDARG00000094339	0.00	0.00	0.00	1.96	0.00	0.00
ENSDARG00000094340	0.00	0.00	1.14	0.00	0.00	0.00
ENSDARG00000094343	20.00	14.00	17.00	14.00	20.00	26.00
ENSDARG00000094344	4.50	2.24	10.13	16.53	9.29	3.18
ENSDARG00000094345	91.00	86.00	63.00	132.00	121.00	96.00
ENSDARG00000094346	18.03	18.53	22.65	34.51	26.71	21.75
ENSDARG00000094347	1.00	1.71	0.00	1.00	0.00	0.00
ENSDARG00000094350	1.21	2.55	1.23	5.32	4.91	3.66
ENSDARG00000094357	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094362	31.70	18.68	11.62	25.52	31.65	18.67
ENSDARG00000094366	27.00	17.00	12.00	35.00	35.00	20.00
ENSDARG00000094367	2.00	2.08	0.00	4.24	1.20	0.00
ENSDARG00000094368	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094370	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094374	0.54	1.11	3.71	0.00	0.00	3.22
ENSDARG00000094377	49.00	93.00	63.00	83.00	37.00	73.00
ENSDARG00000094378	4.00	0.00	0.00	2.00	6.00	4.00
ENSDARG00000094380	885.00	1023.00	702.00	1202.00	792.00	1126.00
ENSDARG00000094382	1.00	0.00	1.00	3.00	1.00	3.00
ENSDARG00000094385	1.00	1.00	0.00	3.33	2.57	0.00
ENSDARG00000094386	29.00	33.00	32.00	44.00	53.00	32.00
ENSDARG00000094387	24.11	32.96	0.00	31.66	21.97	31.40
ENSDARG00000094388	26.36	41.83	28.01	43.83	29.05	35.65
ENSDARG00000094389	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094392	1.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094396	3.00	5.00	6.00	5.00	2.00	8.00
ENSDARG00000094399	0.00	1.00	1.00	1.00	0.00	0.00
ENSDARG00000094400	3.00	2.00	0.00	0.00	0.00	4.00
ENSDARG00000094401	1.00	1.27	0.00	2.03	0.00	3.73
ENSDARG00000094403	0.00	0.00	5.65	0.00	0.00	4.54
ENSDARG00000094406	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094407	10.59	15.48	15.55	10.19	13.34	12.29
ENSDARG00000094408	32.08	28.58	30.21	100.28	59.29	39.14
ENSDARG00000094409	1.45	4.96	0.00	2.80	2.27	1.16
ENSDARG00000094410	116.00	123.00	96.00	151.00	138.00	119.00
ENSDARG00000094414	22.00	19.00	10.00	14.00	15.00	12.00
ENSDARG00000094415	0.00	0.00	2.00	1.00	3.01	0.00
ENSDARG00000094417	15.00	17.00	12.00	17.00	13.00	15.00
ENSDARG00000094418	4.00	6.00	10.00	12.00	12.00	8.00
ENSDARG00000094419	5.00	8.69	6.00	4.30	7.00	9.00
ENSDARG00000094422	589.00	596.00	440.00	632.00	795.00	687.00
ENSDARG00000094423	12.71	14.86	20.76	12.70	12.08	14.59
ENSDARG00000094425	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094426	610.42	521.74	394.39	591.26	763.02	605.42
ENSDARG00000094427	9.38	9.30	4.19	9.50	5.38	9.47
ENSDARG00000094428	70.00	73.00	44.00	127.00	87.00	65.00
ENSDARG00000094433	188.00	148.00	294.00	466.00	636.00	185.00
ENSDARG00000094436	3.00	9.00	1.00	3.00	3.00	4.00
ENSDARG00000094437	0.00	1.43	0.00	0.00	0.00	0.00
ENSDARG00000094438	1.00	0.00	1.14	0.00	1.00	1.00
ENSDARG00000094441	98.00	141.00	87.00	153.00	89.00	119.00
ENSDARG00000094442	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094443	78.21	69.06	55.41	100.67	50.53	81.16
ENSDARG00000094447	3.21	2.79	2.92	5.44	0.00	2.94
ENSDARG00000094448	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094449	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000094450	0.00	0.00	0.00	1.00	0.00	0.00
ENSDARG00000094451	731.02	673.19	446.65	887.31	677.11	710.42
ENSDARG00000094454	6.00	8.00	3.00	7.00	5.00	5.00
ENSDARG00000094455	0.00	0.00	0.00	1.00	0.00	2.00
ENSDARG00000094456	16.93	8.06	8.68	26.62	15.21	15.53
ENSDARG00000094457	0.00	3.95	1.37	1.60	1.18	3.12
ENSDARG00000094458	2.00	2.00	0.00	7.00	4.00	5.00
ENSDARG00000094460	259.00	292.00	233.00	428.00	421.00	302.00
ENSDARG00000094461	1.14	2.00	2.04	3.07	4.31	3.03
ENSDARG00000094462	0.00	0.00	0.00	0.00	0.00	1.00
ENSDARG00000094465	1.00	0.00	0.00	1.00	2.00	0.00
ENSDARG00000094466	295.65	292.96	264.32	358.78	264.26	314.19
