gene_id	f1.expected_count	f2.expected_count	f3.expected_count	f4.expected_count	f5.expected_count	f6.expected_count
ENSDARG00000043177	212.00	212.00	152.00	215.00	252.00	226.00
ENSDARG00000043179	367.00	449.00	315.00	487.00	413.00	452.00
ENSDARG00000043180	2890.00	2708.00	2106.00	3379.00	3418.00	3262.00
ENSDARG00000043182	636.00	603.00	493.00	832.00	867.00	712.00
ENSDARG00000043185	630.00	739.99	566.97	811.00	649.98	719.97
ENSDARG00000043196	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000043198	31.00	48.00	31.00	41.00	63.00	40.00
ENSDARG00000043209	316.00	285.94	272.91	449.00	372.80	333.92
ENSDARG00000043210	29.00	34.00	31.00	44.00	10.00	39.00
ENSDARG00000043211	326.00	357.06	290.09	441.00	447.05	350.08
ENSDARG00000043213	1441.00	1618.87	1118.00	1838.00	1358.00	1622.00
ENSDARG00000043220	29.00	47.00	23.00	42.00	14.00	44.00
ENSDARG00000043226	27.00	48.00	27.00	54.00	12.00	42.00
ENSDARG00000043232	13.32	8.30	8.00	15.20	3.32	7.22
ENSDARG00000043236	6.57	12.43	7.96	8.62	5.53	4.41
ENSDARG00000043238	11.00	17.00	9.00	18.00	8.00	25.00
ENSDARG00000043241	128.00	207.00	114.00	193.00	87.00	162.00
ENSDARG00000043242	1174.00	1338.00	863.00	1312.00	1348.00	1268.00
ENSDARG00000043243	115.00	120.00	232.00	307.00	427.00	135.00
ENSDARG00000043247	311.00	351.00	312.00	440.00	351.00	372.00
ENSDARG00000043249	156.00	150.00	232.00	327.00	485.00	188.00
ENSDARG00000043250	634.00	904.00	633.00	970.00	633.00	847.00
ENSDARG00000043257	23348.00	30198.00	23399.00	34053.00	25858.88	26689.00
ENSDARG00000043260	126.00	123.00	86.00	137.00	86.00	128.00
ENSDARG00000043271	5.00	5.00	4.00	5.00	11.00	6.00
ENSDARG00000043275	256.00	261.00	177.00	283.00	300.00	262.00
ENSDARG00000043279	469.00	582.00	369.00	600.00	614.00	583.00
ENSDARG00000043281	181.00	231.00	291.00	372.00	552.00	288.00
ENSDARG00000043283	369.00	386.00	324.00	512.00	316.00	471.00
ENSDARG00000043285	15.00	15.00	14.00	26.00	9.00	21.00
ENSDARG00000043287	544.00	578.00	485.00	711.00	691.00	624.00
ENSDARG00000043288	375.00	344.00	294.00	493.00	465.00	449.00
ENSDARG00000043299	28.00	31.00	26.00	53.00	41.00	35.00
ENSDARG00000043301	109.00	107.00	84.00	122.00	89.00	112.00
ENSDARG00000043304	1019.00	1018.00	793.00	1369.00	1217.00	1150.00
ENSDARG00000043307	134.07	142.41	100.85	147.02	164.97	164.25
ENSDARG00000043309	60.00	59.00	62.00	111.00	55.00	72.00
ENSDARG00000043313	3030.00	4430.00	2674.00	4534.00	2394.00	4042.00
ENSDARG00000043317	289.00	345.00	241.00	410.00	218.00	391.00
ENSDARG00000043322	97.00	105.00	68.00	122.00	115.00	99.00
ENSDARG00000043323	793.10	1050.24	785.46	1187.91	921.36	1013.83
ENSDARG00000043328	49.90	67.76	62.54	103.09	67.64	49.17
ENSDARG00000043332	146.00	237.00	141.00	217.00	75.00	201.00
ENSDARG00000043334	1501.00	1602.00	1260.00	2002.00	1865.00	1771.00
ENSDARG00000043339	132.43	153.35	94.00	142.67	152.32	148.54
ENSDARG00000043341	4.00	5.00	4.00	6.00	8.00	10.00
ENSDARG00000043342	600.00	624.00	427.00	779.00	566.00	725.00
ENSDARG00000043357	340.00	322.00	282.00	425.00	344.00	355.00
ENSDARG00000043359	1175.00	1262.00	1020.00	1589.00	1378.00	1336.00
ENSDARG00000043360	31.00	21.00	24.00	35.00	39.00	39.00
ENSDARG00000043361	334.00	384.00	263.00	383.00	348.00	380.00
ENSDARG00000043371	16649.00	16475.00	13092.00	19867.99	19362.00	18363.99
ENSDARG00000043388	322.37	367.01	273.99	478.03	427.26	421.27
ENSDARG00000043394	417.00	429.00	348.00	579.00	286.00	477.00
ENSDARG00000043395	247.95	284.67	231.47	353.25	302.47	324.38
ENSDARG00000043396	74.00	104.00	79.00	127.00	85.00	102.00
ENSDARG00000043398	2.00	2.03	1.00	4.00	2.00	0.00
ENSDARG00000043402	356.00	367.00	304.00	411.00	435.00	410.00
ENSDARG00000043403	99.00	130.00	88.00	155.00	167.00	130.00
ENSDARG00000043404	113.00	117.00	92.00	142.00	123.00	112.00
ENSDARG00000043406	594.00	923.00	580.00	944.00	480.00	807.00
ENSDARG00000043410	99.00	187.00	121.00	178.00	78.00	164.00
ENSDARG00000043416	460.00	597.00	488.00	707.00	549.00	630.00
ENSDARG00000043417	475.03	550.00	415.00	673.00	582.00	556.00
ENSDARG00000043431	144.00	149.00	124.00	186.00	176.00	160.00
ENSDARG00000043436	240.00	260.00	190.00	337.00	452.00	263.00
ENSDARG00000043442	643.31	559.16	314.24	497.26	538.00	663.15
ENSDARG00000043443	639.00	658.02	491.00	854.07	597.75	795.00
ENSDARG00000043445	0.00	0.00	0.00	1.00	0.00	1.00
ENSDARG00000043446	796.00	859.00	672.00	1029.00	995.00	847.00
ENSDARG00000043447	6.00	4.00	4.00	18.00	9.00	13.00
ENSDARG00000043448	1434.00	2104.00	1687.00	2391.00	1720.00	1908.00
ENSDARG00000043451	241.00	296.00	198.00	354.00	177.00	304.00
ENSDARG00000043453	29718.00	28951.00	22379.00	35179.00	36467.00	31712.00
ENSDARG00000043457	70607.00	62621.00	48067.00	73822.00	90353.00	77441.00
ENSDARG00000043460	128.00	165.00	135.00	195.00	135.00	161.00
ENSDARG00000043465	2588.00	3577.00	2580.00	3763.00	2768.00	3281.00
ENSDARG00000043466	23.00	21.00	15.00	29.00	13.00	13.00
ENSDARG00000043467	2641.43	2586.50	1888.18	2884.08	3122.12	2861.72
ENSDARG00000043468	3.01	5.04	10.10	6.02	9.09	6.10
ENSDARG00000043470	34.00	37.00	27.00	55.00	28.00	43.00
ENSDARG00000043474	1896.00	3203.00	2024.00	3004.00	1656.00	2582.00
ENSDARG00000043475	94.00	141.00	124.00	193.00	160.00	116.00
ENSDARG00000043479	11.00	3.00	12.00	10.00	9.00	5.00
ENSDARG00000043480	85.00	94.00	62.00	100.00	93.00	107.00
ENSDARG00000043482	127.99	104.00	50.75	79.21	61.00	119.00
ENSDARG00000043483	632.00	1030.00	711.00	1085.00	554.00	775.00
ENSDARG00000043484	2908.00	3400.00	2632.00	4003.00	3326.00	3563.00
ENSDARG00000043485	757.00	801.00	598.00	911.00	786.00	818.00
ENSDARG00000043492	36.00	20.00	39.00	44.00	96.00	21.00
ENSDARG00000043493	4283.00	5657.00	4013.00	6360.00	4449.00	5082.00
ENSDARG00000043497	618.00	808.00	660.00	827.00	661.00	734.00
ENSDARG00000043502	2016.00	1878.00	1588.00	2408.00	2154.00	2210.00
ENSDARG00000043509	40208.00	34596.00	25456.00	40996.00	50505.00	40385.00
ENSDARG00000043510	515.00	672.00	467.00	722.00	541.00	574.00
ENSDARG00000043511	1754.00	1623.00	1341.00	2021.00	1783.00	1984.00
ENSDARG00000043514	121.00	143.00	82.00	164.00	95.00	128.00
ENSDARG00000043518	306.18	296.18	245.24	402.62	328.98	351.39
ENSDARG00000043527	59.00	113.00	52.00	103.00	54.00	103.00
ENSDARG00000043531	1752.00	1943.00	1656.00	2418.00	2325.00	2035.00
ENSDARG00000043536	134.00	119.00	110.00	164.00	149.00	133.00
ENSDARG00000043542	503.00	531.00	411.00	722.00	551.00	536.00
ENSDARG00000043548	626.00	723.00	480.00	735.00	577.00	764.00
ENSDARG00000043550	50.00	60.00	36.00	78.00	45.00	77.00
ENSDARG00000043553	175.00	248.00	129.00	293.00	77.00	222.00
ENSDARG00000043554	542.00	544.00	463.00	683.00	628.00	583.00
ENSDARG00000043555	1127.00	1145.00	903.00	1428.00	1293.00	1243.00
ENSDARG00000043557	6.00	6.00	8.00	15.00	0.00	4.00
ENSDARG00000043559	284.00	345.00	223.00	369.00	309.00	327.00
ENSDARG00000043561	1560.00	1631.00	1169.00	1955.00	1786.00	1733.00
ENSDARG00000043562	232.00	173.00	146.00	283.00	349.00	237.00
ENSDARG00000043566	125.00	144.00	130.00	243.00	157.00	166.00
ENSDARG00000043569	6.00	9.00	4.00	3.00	4.00	3.00
ENSDARG00000043571	1474.00	1826.00	1464.00	2246.00	1763.00	1867.00
ENSDARG00000043581	218.00	193.00	170.00	285.00	342.00	240.00
ENSDARG00000043584	15.41	14.00	12.21	11.06	14.00	13.24
ENSDARG00000043586	18.00	15.00	22.00	41.00	31.00	28.00
ENSDARG00000043587	625.00	607.00	535.00	846.00	726.00	753.00
ENSDARG00000043589	196.00	281.00	219.00	371.00	138.00	282.76
ENSDARG00000043593	74.00	141.00	86.00	153.00	72.00	115.00
ENSDARG00000043608	2897.00	2764.00	2350.00	3716.00	3757.00	3274.00
ENSDARG00000043624	362.00	338.00	302.00	520.00	455.00	456.00
ENSDARG00000043627	168.00	257.00	156.92	244.00	106.00	248.96
ENSDARG00000043631	1333.00	1275.00	1039.00	1670.00	1614.00	1459.00
ENSDARG00000043635	358.00	405.00	244.00	465.00	392.00	414.00
ENSDARG00000043640	157.00	144.00	112.00	150.00	155.00	164.00
ENSDARG00000043643	710.80	965.00	668.82	1022.00	754.20	882.00
ENSDARG00000043644	374.00	370.00	270.00	430.00	435.00	379.00
ENSDARG00000043646	256.00	409.00	233.00	475.00	145.00	350.00
ENSDARG00000043648	13.00	12.00	6.00	15.00	5.00	16.00
ENSDARG00000043658	599.00	673.00	503.00	916.00	727.00	790.00
ENSDARG00000043661	192.00	372.97	189.00	314.96	140.00	283.00
ENSDARG00000043662	440.00	529.00	388.00	577.00	395.00	545.00
ENSDARG00000043663	609.02	537.38	453.74	723.70	620.63	780.81
ENSDARG00000043664	3.00	6.00	7.00	4.00	8.00	10.00
ENSDARG00000043665	955.00	912.00	732.00	1178.00	1177.00	1045.00
ENSDARG00000043666	240.00	255.00	192.00	325.00	267.00	286.00
ENSDARG00000043667	105.00	100.00	60.00	108.00	118.00	122.00
ENSDARG00000043673	309.00	457.00	322.00	513.00	271.00	369.00
ENSDARG00000043680	816.00	1089.00	627.00	1100.00	664.00	1004.00
ENSDARG00000043684	831.00	896.00	661.00	1106.00	844.00	999.00
ENSDARG00000043685	1.00	1.00	2.00	3.00	0.00	0.00
ENSDARG00000043687	97.00	88.00	96.00	148.00	135.00	101.00
ENSDARG00000043697	1099.00	1571.00	1203.00	1612.00	1278.00	1350.00
ENSDARG00000043701	714.00	768.00	590.00	899.00	1052.00	810.00
ENSDARG00000043705	124.00	92.00	97.00	152.00	154.00	151.00
ENSDARG00000043710	449.00	489.00	339.00	576.00	363.00	570.00
ENSDARG00000043713	627.00	706.00	510.00	665.00	593.00	662.00
ENSDARG00000043716	322.00	370.00	266.00	450.00	247.00	440.00
ENSDARG00000043719	712.00	624.00	440.00	847.00	646.00	771.00
ENSDARG00000043720	257.00	223.00	150.00	245.00	176.00	224.00
ENSDARG00000043722	748.00	2010.00	971.00	2291.00	1908.00	1200.00
ENSDARG00000043727	381.00	421.00	352.00	476.00	403.00	436.00
ENSDARG00000043728	193.00	209.00	193.00	262.00	221.00	233.00
ENSDARG00000043729	2685.00	2666.00	2742.00	4929.00	3762.00	3575.00
ENSDARG00000043732	1445.00	1480.00	1158.86	1770.00	1565.00	1779.00
ENSDARG00000043734	217.00	227.00	236.00	340.00	258.00	291.00
ENSDARG00000043736	1.42	3.17	5.61	4.88	4.58	4.34
ENSDARG00000043740	37.00	38.00	20.00	56.00	43.00	45.00
ENSDARG00000043746	948.00	1531.00	963.00	1480.00	846.00	1251.00
ENSDARG00000043757	351.44	451.10	326.23	530.93	252.22	459.73
ENSDARG00000043767	0.00	0.00	0.00	0.00	1.28	0.00
ENSDARG00000043768	0.00	1.18	3.13	5.69	3.42	1.42
ENSDARG00000043769	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000043770	243.87	335.00	275.94	444.85	413.00	345.66
ENSDARG00000043781	64.00	73.00	58.00	72.00	123.00	71.00
ENSDARG00000043792	27.23	31.78	21.41	30.42	50.51	19.47
ENSDARG00000043795	4289.00	4617.00	3420.00	5337.00	4792.00	4638.00
ENSDARG00000043796	160.00	158.00	124.00	222.00	198.00	186.95
ENSDARG00000043797	1332.00	1652.00	1205.00	1857.00	1476.00	1613.00
ENSDARG00000043798	14.12	12.05	17.67	26.58	39.68	19.02
ENSDARG00000043799	41.00	86.00	63.00	90.09	38.00	80.09
ENSDARG00000043802	76.00	56.00	43.00	88.00	57.00	51.93
ENSDARG00000043806	2591.00	2783.00	2086.00	3243.00	3150.00	2775.00
ENSDARG00000043814	130.00	121.00	100.00	163.00	155.00	144.00
ENSDARG00000043816	4.00	6.00	2.00	14.00	2.00	8.00
ENSDARG00000043818	316.00	366.00	279.00	431.00	294.00	334.00
ENSDARG00000043820	695.00	950.00	756.00	937.00	898.00	855.00
ENSDARG00000043821	1184.00	1501.00	1126.00	1740.00	1156.00	1410.00
ENSDARG00000043835	230.00	396.00	296.00	380.00	134.00	293.00
ENSDARG00000043842	843.00	1101.00	858.00	1305.00	932.00	1003.00
ENSDARG00000043843	221.00	242.00	208.00	341.00	173.00	244.00
ENSDARG00000043847	75.00	91.00	92.00	109.00	102.00	92.00
ENSDARG00000043848	4569.93	4176.93	3177.91	4985.90	5130.97	4893.90
ENSDARG00000043850	6.00	7.00	5.00	10.00	6.00	12.00
ENSDARG00000043854	433.00	497.00	354.00	540.00	440.00	497.00
ENSDARG00000043856	4628.00	5145.00	3060.00	4579.00	3279.00	5141.00
ENSDARG00000043857	969.00	1039.00	816.00	1242.00	1157.00	1212.00
ENSDARG00000043858	51.00	60.00	50.00	60.00	25.00	55.00
ENSDARG00000043864	1051.99	1667.97	1130.96	1620.00	1192.97	1411.96
ENSDARG00000043865	384.00	376.00	291.00	451.00	480.00	434.00
ENSDARG00000043873	1674.00	2038.00	1575.00	2443.00	1731.00	2040.00
ENSDARG00000043877	88.00	64.00	52.00	94.00	87.00	70.00
ENSDARG00000043884	392.00	395.00	307.00	473.00	535.00	407.00
ENSDARG00000043894	0.00	0.00	0.00	0.00	1.00	0.00
ENSDARG00000043898	198.00	174.00	131.00	246.00	250.00	234.00
ENSDARG00000043899	106.00	100.00	109.00	138.00	168.00	118.00
ENSDARG00000043901	12.00	17.00	7.00	19.00	5.00	7.00
ENSDARG00000043902	150.79	251.95	164.90	197.00	150.96	160.94
ENSDARG00000043904	37.00	75.00	48.00	81.00	40.00	45.00
ENSDARG00000043905	404.14	476.11	345.22	543.34	529.00	487.11
ENSDARG00000043907	262.00	532.00	338.00	492.00	269.00	378.00
ENSDARG00000043912	7.00	2.00	6.00	1.00	5.00	4.00
ENSDARG00000043918	13.00	5.00	9.00	12.00	5.00	9.00
ENSDARG00000043923	1003.90	1082.48	879.62	1306.49	1134.00	1088.27
ENSDARG00000043928	402.00	424.00	334.00	507.00	468.00	522.00
ENSDARG00000043932	747.00	916.00	738.84	1014.00	864.77	890.00
ENSDARG00000043933	0.00	0.00	1.16	0.00	2.23	0.00
ENSDARG00000043934	1.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000043938	378.00	385.00	270.00	410.00	338.00	419.00
ENSDARG00000043960	842.00	795.00	622.00	1033.00	1042.00	866.00
ENSDARG00000043962	40.00	65.00	43.00	64.00	58.00	66.00
ENSDARG00000043963	299.00	302.00	226.00	324.00	308.00	338.00
ENSDARG00000043970	2472.00	2686.00	1963.00	3315.00	2811.00	2888.00
ENSDARG00000043972	553.50	558.40	448.79	717.34	713.10	607.02
ENSDARG00000043973	745.00	1030.00	729.00	1073.00	671.00	927.00
ENSDARG00000043976	3360.00	3563.00	2770.00	4448.00	3542.00	3926.00
ENSDARG00000043982	54.76	52.42	41.94	59.55	56.10	79.42
ENSDARG00000043986	136.00	148.00	93.00	140.00	123.00	122.00
ENSDARG00000043997	206.00	199.00	226.00	321.00	293.00	193.00
ENSDARG00000044001	4193.00	3950.00	2674.00	4210.00	4386.00	4481.00
ENSDARG00000044002	123.00	114.00	96.00	107.00	107.00	132.00
ENSDARG00000044010	188.00	180.00	167.00	348.00	215.00	238.00
ENSDARG00000044011	828.00	767.00	609.00	969.00	905.00	864.00
ENSDARG00000044015	96.00	147.00	115.00	156.00	94.00	130.00
ENSDARG00000044016	2027.00	2332.00	1653.00	2659.00	1852.00	2480.00
ENSDARG00000044023	6.00	3.77	5.00	3.00	12.00	13.51
ENSDARG00000044034	208.00	276.00	167.00	299.00	123.00	311.00
ENSDARG00000044038	51.00	47.00	46.00	47.00	60.00	69.00
ENSDARG00000044039	72.00	65.00	50.00	101.00	99.00	82.00
ENSDARG00000044044	25.00	34.00	18.00	24.00	40.00	21.00
ENSDARG00000044047	166.00	158.00	112.00	221.00	171.00	173.00
ENSDARG00000044048	248.00	193.00	191.00	301.00	273.00	260.00
ENSDARG00000044053	2171.00	3771.00	2470.00	3767.00	1711.00	2994.00
ENSDARG00000044056	420.00	510.00	360.00	568.00	380.00	509.00
ENSDARG00000044059	4.00	9.00	4.00	10.00	8.00	3.00
ENSDARG00000044061	4.00	2.00	1.00	4.00	1.00	2.00
ENSDARG00000044062	1542.00	2195.00	1519.00	2292.00	1563.00	1945.00
ENSDARG00000044072	195.00	213.00	156.00	312.00	274.00	237.00
ENSDARG00000044073	2103.00	1963.00	1584.00	2604.00	2747.00	2339.00
ENSDARG00000044074	632.00	724.00	593.00	811.00	748.00	699.00
ENSDARG00000044083	359.00	415.00	303.00	516.00	288.00	409.00
ENSDARG00000044090	862.00	977.00	691.00	1201.00	905.00	1028.00
ENSDARG00000044091	631.00	986.00	673.00	905.00	576.00	822.00
ENSDARG00000044092	4131.00	3792.00	3192.00	4890.00	5032.00	4559.00
ENSDARG00000044093	36830.00	33790.00	26069.00	40779.00	45054.00	39294.00
ENSDARG00000044094	451.00	455.00	372.00	579.00	618.00	571.00
ENSDARG00000044098	23.00	26.00	27.00	46.00	36.00	19.00
ENSDARG00000044102	583.00	527.00	436.00	769.00	820.00	647.00
ENSDARG00000044114	55.11	57.80	42.86	58.67	73.22	63.92
ENSDARG00000044125	1380.00	1209.00	917.00	1716.00	1496.00	1516.00
ENSDARG00000044129	151.37	146.36	135.62	174.43	213.80	165.34
ENSDARG00000044132	1331.00	1235.00	973.00	1561.00	1715.00	1420.00
ENSDARG00000044134	920.53	973.14	703.15	1110.08	950.86	1009.08
ENSDARG00000044135	197.13	185.00	139.00	231.00	204.06	198.00
ENSDARG00000044136	817.47	983.86	699.85	1067.92	830.14	922.92
ENSDARG00000044142	472.00	514.00	411.00	651.00	632.00	571.00
ENSDARG00000044143	272.00	281.00	214.00	392.00	322.00	327.00
ENSDARG00000044144	460.00	549.00	394.00	687.00	341.00	638.00
ENSDARG00000044153	5909.00	6490.00	5006.00	7713.00	6795.00	6871.00
ENSDARG00000044155	695.00	771.00	718.00	1181.00	904.00	890.00
ENSDARG00000044161	162.00	248.00	145.00	208.00	163.00	180.00
ENSDARG00000044167	1511.00	1579.00	939.00	1633.00	1338.00	1675.00
ENSDARG00000044169	91.64	139.21	85.08	175.71	59.52	103.80
ENSDARG00000044175	7.00	13.00	9.00	9.00	8.00	16.00
ENSDARG00000044179	562.00	665.00	467.00	908.00	537.00	723.27
ENSDARG00000044182	4039.00	4555.00	3512.00	5630.00	4471.00	4815.00
ENSDARG00000044183	920.00	1004.00	808.00	1144.00	1078.00	1016.00
ENSDARG00000044191	246.00	268.00	202.00	325.00	263.00	306.00
ENSDARG00000044194	558.00	652.00	415.00	731.00	695.00	687.00
ENSDARG00000044199	3680.00	4769.00	3916.00	5811.00	4503.00	4326.00
ENSDARG00000044203	248.00	232.00	217.00	322.00	333.00	263.00
ENSDARG00000044204	103.00	239.00	123.00	338.00	278.00	170.00
ENSDARG00000044216	241.00	248.00	226.00	349.00	209.00	275.00
ENSDARG00000044225	668.00	758.00	637.00	957.00	753.00	758.00
ENSDARG00000044235	12.77	13.08	10.72	16.18	18.63	13.07
ENSDARG00000044241	820.00	834.00	658.00	928.00	973.00	900.00
ENSDARG00000044246	87.00	79.00	56.00	91.00	64.00	74.00
ENSDARG00000044251	452.00	549.00	434.00	744.00	602.00	582.00
ENSDARG00000044253	281.00	227.00	170.00	328.00	315.00	270.00
ENSDARG00000044254	854.00	1041.00	737.00	1025.00	1055.00	1078.00
ENSDARG00000044255	362.00	370.00	289.00	450.00	449.00	434.00
ENSDARG00000044261	1475.00	1545.00	1072.00	1617.00	1706.00	1539.00
ENSDARG00000044264	3.37	7.42	4.00	2.45	5.00	3.00
ENSDARG00000044265	223.00	261.00	163.00	271.00	224.00	265.00
ENSDARG00000044267	2284.00	2281.00	1826.00	2783.00	2973.00	2685.00
ENSDARG00000044276	188.00	171.00	179.00	285.00	304.00	204.00
ENSDARG00000044278	82.00	70.00	59.00	94.00	68.00	81.00
ENSDARG00000044279	0.00	3.00	0.00	3.00	0.00	1.00
ENSDARG00000044280	198.00	305.00	217.97	321.00	169.00	255.01
ENSDARG00000044281	1486.00	1932.00	1374.00	2167.00	1481.00	1847.00
ENSDARG00000044282	585.00	624.00	454.00	790.00	557.00	679.00
ENSDARG00000044290	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000044295	273.00	284.62	233.00	377.66	318.49	313.58
ENSDARG00000044298	633.00	745.00	545.00	812.00	701.00	785.00
ENSDARG00000044299	2523.00	2721.00	1801.00	2844.00	2129.00	2744.00
ENSDARG00000044301	1008.16	1144.38	855.96	1270.79	1134.31	1235.15
ENSDARG00000044304	490.00	540.00	447.00	613.00	524.00	586.00
ENSDARG00000044318	42.69	44.00	39.00	50.00	56.00	53.00
ENSDARG00000044319	161.00	212.00	142.00	208.00	121.00	184.00
ENSDARG00000044325	24.00	43.00	45.00	43.00	29.00	47.00
ENSDARG00000044326	93.00	120.00	83.00	130.00	98.00	133.00
ENSDARG00000044327	400.00	486.00	274.00	519.00	464.00	476.00
ENSDARG00000044328	814.00	999.00	779.00	1160.00	955.00	997.00
ENSDARG00000044332	915.00	954.00	667.00	1232.00	929.00	1134.00
ENSDARG00000044336	10.00	7.00	4.00	12.00	8.00	6.00
ENSDARG00000044337	4.00	4.00	2.00	10.00	3.00	0.00
ENSDARG00000044338	6.00	9.00	9.75	10.00	8.69	13.00
ENSDARG00000044339	681.00	684.00	543.00	722.00	664.00	748.00
ENSDARG00000044341	390.00	457.00	366.00	582.00	327.00	466.00
ENSDARG00000044343	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000044345	2626.00	2744.00	1946.00	3061.00	2522.00	2917.00
ENSDARG00000044355	0.00	0.00	0.00	0.00	0.00	0.00
ENSDARG00000044356	1411.00	1456.00	961.00	1684.00	1398.00	1495.00
ENSDARG00000044357	1290.00	1336.00	1022.00	1691.00	1424.00	1428.00
ENSDARG00000044362	989.00	1319.00	954.00	1488.00	977.00	1171.00
ENSDARG00000044365	1046.00	960.00	1049.00	1457.00	1235.00	1191.00
ENSDARG00000044373	522.00	528.00	459.00	671.00	642.00	653.00
ENSDARG00000044375	626.00	1118.00	786.00	1131.00	702.00	805.00
ENSDARG00000044380	379.00	373.00	303.00	442.00	389.00	404.00
ENSDARG00000044381	411.00	575.00	416.00	602.00	525.00	501.00
ENSDARG00000044387	230.00	265.00	192.00	326.00	251.00	246.00
ENSDARG00000044400	27.00	36.00	30.00	37.00	36.00	30.00
ENSDARG00000044402	659.00	621.00	482.00	785.00	793.00	670.00
ENSDARG00000044404	86.00	100.00	88.00	123.00	100.00	100.00
ENSDARG00000044405	283.00	311.00	267.00	414.00	371.00	379.00
ENSDARG00000044414	11.00	16.00	6.00	23.00	6.00	16.00
ENSDARG00000044415	36.92	51.82	33.68	63.03	38.73	46.34
ENSDARG00000044417	219.00	278.00	215.00	317.00	236.00	302.00
ENSDARG00000044420	290.00	303.00	211.00	349.00	300.00	310.00
ENSDARG00000044422	315.00	431.00	254.00	496.00	208.00	437.00
ENSDARG00000044431	875.00	1037.00	769.00	1186.00	840.00	1042.00
ENSDARG00000044433	92.00	107.00	82.00	110.00	95.00	108.00
ENSDARG00000044436	207.00	269.00	193.00	297.00	150.00	288.00
ENSDARG00000044437	273.00	302.00	186.00	279.00	232.00	321.00
ENSDARG00000044441	551.00	574.00	448.00	791.00	493.00	622.00
ENSDARG00000044457	72.00	84.00	63.00	79.00	76.00	74.00
ENSDARG00000044484	390.87	452.94	304.16	470.66	350.25	444.65
ENSDARG00000044485	313.00	343.00	259.00	447.00	307.00	375.00
ENSDARG00000044488	778.00	753.00	558.00	976.00	879.00	879.00
ENSDARG00000044490	0.00	1.00	0.00	1.00	0.00	0.00
ENSDARG00000044491	396.13	545.06	304.84	499.34	340.75	523.35
ENSDARG00000044492	439.00	549.00	336.00	526.00	398.00	508.00
ENSDARG00000044501	46.00	47.00	39.00	58.00	61.00	51.00
ENSDARG00000044511	1129.00	1448.00	1180.00	1767.00	1245.00	1306.00
ENSDARG00000044512	54.30	44.90	39.00	64.60	62.45	67.16
ENSDARG00000044513	584.00	655.00	477.00	774.00	679.00	619.00
ENSDARG00000044514	202.00	349.00	209.00	356.00	114.00	268.00
ENSDARG00000044521	28707.84	25927.00	19851.53	32596.50	35805.64	30703.66
ENSDARG00000044524	115.00	147.00	102.00	139.00	115.00	153.00
ENSDARG00000044525	134.63	131.12	116.00	165.58	100.08	132.18
ENSDARG00000044526	337.00	501.00	490.00	772.00	441.00	372.00
ENSDARG00000044528	2577.00	2528.00	2954.00	5633.00	3344.00	3025.00
ENSDARG00000044532	173.00	315.00	223.00	286.00	181.00	245.00
ENSDARG00000044534	1.00	3.00	2.00	8.00	6.00	3.00
ENSDARG00000044540	1124.00	1093.00	832.00	1366.00	1228.00	1305.00
ENSDARG00000044541	782.00	1170.00	875.00	1135.00	782.00	1080.00
ENSDARG00000044544	64.00	66.00	57.00	63.00	85.00	69.00
ENSDARG00000044545	1481.00	1878.00	1395.00	2081.00	1460.00	1758.00
ENSDARG00000044549	10.00	6.00	10.00	19.00	16.00	15.00
ENSDARG00000044550	116.00	108.00	88.00	164.00	167.00	113.00
ENSDARG00000044551	998.00	1199.00	916.00	1426.00	1181.00	1197.00
ENSDARG00000044556	449.00	555.00	326.00	520.00	400.00	547.00
ENSDARG00000044561	2.00	5.00	1.00	5.00	2.00	3.00
ENSDARG00000044562	8659.00	8254.00	6786.00	10098.00	9647.00	9541.00
ENSDARG00000044565	8082.00	7679.00	6253.00	9991.00	10054.00	9146.00
ENSDARG00000044566	4791.00	4433.00	4063.00	6102.00	6315.00	5337.00
ENSDARG00000044567	402.93	388.44	322.39	560.20	456.30	445.00
ENSDARG00000044569	207.00	248.00	205.00	299.00	166.00	249.00
ENSDARG00000044573	4428.00	4927.00	3713.00	5811.00	4909.00	5027.00
ENSDARG00000044574	166.00	246.00	173.00	265.00	125.00	204.00
ENSDARG00000044575	1042.00	1172.00	810.00	1399.00	1120.00	1159.00
ENSDARG00000044584	295.00	296.00	240.00	338.00	293.00	341.00
ENSDARG00000044588	2351.95	2307.89	1707.76	2552.85	2627.68	2751.96
ENSDARG00000044596	147.00	152.00	143.00	186.00	160.00	191.00
ENSDARG00000044597	551.00	598.00	533.00	776.00	530.00	644.00
ENSDARG00000044600	27.00	60.00	49.00	66.00	30.00	64.00
ENSDARG00000044601	9674.00	9231.00	7806.00	12704.00	12571.00	10685.00
ENSDARG00000044605	537.00	808.00	520.00	866.00	607.00	773.00
ENSDARG00000044612	17.00	16.00	19.00	22.00	29.00	20.00
ENSDARG00000044613	16.00	13.00	18.00	17.00	36.00	15.00
ENSDARG00000044615	454.00	483.00	375.00	693.00	535.00	592.00
ENSDARG00000044619	2506.00	2680.00	2417.00	3535.00	3311.00	2809.00
ENSDARG00000044622	96.00	127.00	75.00	122.00	99.00	132.00
